Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001990,1,0,0,0,0,2000,0,N/A,360,1,Urban,0
LP001993,0,0,0,1,0,3762,1666,135,360,1,Rural,1
LP001994,0,0,0,1,0,2400,1863,104,360,0,Urban,0
LP001996,1,0,0,1,0,20233,0,480,360,1,Rural,0
LP001998,1,1,2,0,0,7667,0,185,360,N/A,Rural,1
LP002002,0,0,0,1,0,2917,0,84,360,1,Semiurban,1
LP002004,1,0,0,0,0,2927,2405,111,360,1,Semiurban,1
LP002006,0,0,0,1,0,2507,0,56,360,1,Rural,1
LP002008,1,1,2,1,1,5746,0,144,84,N/A,Rural,1
LP002024,N/A,1,0,1,0,2473,1843,159,360,1,Rural,0
LP002031,1,1,1,0,0,3399,1640,111,180,1,Urban,1
LP002035,1,1,2,1,0,3717,0,120,360,1,Semiurban,1
LP002036,1,1,0,1,0,2058,2134,88,360,N/A,Urban,1
LP002043,0,0,1,1,0,3541,0,112,360,N/A,Semiurban,1
LP002050,1,1,1,1,1,10000,0,155,360,1,Rural,0
LP002051,1,1,0,1,0,2400,2167,115,360,1,Semiurban,1
LP002053,1,1,3,1,0,4342,189,124,360,1,Semiurban,1
LP002054,1,1,2,0,0,3601,1590,N/A,360,1,Rural,1
LP002055,0,0,0,1,0,3166,2985,132,360,N/A,Rural,1
LP002065,1,1,3,1,0,15000,0,300,360,1,Rural,1
LP002067,1,1,1,1,1,8666,4983,376,360,0,Rural,0
LP002068,1,0,0,1,0,4917,0,130,360,0,Rural,1
LP002082,1,1,0,1,1,5818,2160,184,360,1,Semiurban,1
LP002086,0,1,0,1,0,4333,2451,110,360,1,Urban,0
LP002087,0,0,0,1,0,2500,0,67,360,1,Urban,1
LP002097,1,0,1,1,0,4384,1793,117,360,1,Urban,1
LP002098,1,0,0,1,0,2935,0,98,360,1,Semiurban,1
LP002100,1,0,N/A,1,0,2833,0,71,360,1,Urban,1
LP002101,1,1,0,1,N/A,63337,0,490,180,1,Urban,1
LP002103,N/A,1,1,1,1,9833,1833,182,180,1,Urban,1
LP002106,1,1,N/A,1,1,5503,4490,70,N/A,1,Semiurban,1
LP002110,1,1,1,1,N/A,5250,688,160,360,1,Rural,1
LP002112,1,1,2,1,1,2500,4600,176,360,1,Rural,1
LP002113,0,0,3,0,0,1830,0,N/A,360,0,Urban,0
LP002114,0,0,0,1,0,4160,0,71,360,1,Semiurban,1
LP002115,1,1,3,0,0,2647,1587,173,360,1,Rural,0
LP002116,0,0,0,1,0,2378,0,46,360,1,Rural,0
LP002119,1,1,1,0,0,4554,1229,158,360,1,Urban,1
LP002126,1,1,3,0,0,3173,0,74,360,1,Semiurban,1
LP002128,1,1,2,1,N/A,2583,2330,125,360,1,Rural,1
LP002129,1,1,0,1,0,2499,2458,160,360,1,Semiurban,1
LP002130,1,1,N/A,0,0,3523,3230,152,360,0,Rural,0
LP002131,1,1,2,0,0,3083,2168,126,360,1,Urban,1
LP002137,1,1,0,1,0,6333,4583,259,360,N/A,Semiurban,1
LP002138,1,1,0,1,0,2625,6250,187,360,1,Rural,1
LP002139,1,1,0,1,0,9083,0,228,360,1,Semiurban,1
LP002140,1,0,0,1,0,8750,4167,308,360,1,Rural,0
LP002141,1,1,3,1,0,2666,2083,95,360,1,Rural,1
LP002142,0,1,0,1,1,5500,0,105,360,0,Rural,0
LP002143,0,1,0,1,0,2423,505,130,360,1,Semiurban,1
LP002144,0,0,N/A,1,0,3813,0,116,180,1,Urban,1
LP002149,1,1,2,1,0,8333,3167,165,360,1,Rural,1
LP002151,1,1,1,1,0,3875,0,67,360,1,Urban,0
LP002158,1,1,0,0,0,3000,1666,100,480,0,Urban,0
LP002160,1,1,3,1,0,5167,3167,200,360,1,Semiurban,1
LP002161,0,0,1,1,0,4723,0,81,360,1,Semiurban,0
LP002170,1,1,2,1,0,5000,3667,236,360,1,Semiurban,1
LP002175,1,1,0,1,0,4750,2333,130,360,1,Urban,1
LP002178,1,1,0,1,0,3013,3033,95,300,N/A,Urban,1
LP002180,1,0,0,1,1,6822,0,141,360,1,Rural,1
LP002181,1,0,0,0,0,6216,0,133,360,1,Rural,0
LP002187,1,0,0,1,0,2500,0,96,480,1,Semiurban,0
LP002188,1,0,0,1,0,5124,0,124,N/A,0,Rural,0
LP002190,1,1,1,1,0,6325,0,175,360,1,Semiurban,1
LP002191,1,1,0,1,0,19730,5266,570,360,1,Rural,0
LP002194,0,0,0,1,1,15759,0,55,360,1,Semiurban,1
LP002197,1,1,2,1,0,5185,0,155,360,1,Semiurban,1
LP002201,1,1,2,1,1,9323,7873,380,300,1,Rural,1
LP002205,1,0,1,1,0,3062,1987,111,180,0,Urban,0
LP002209,0,0,0,1,N/A,2764,1459,110,360,1,Urban,1
LP002211,1,1,0,1,0,4817,923,120,180,1,Urban,1
LP002219,1,1,3,1,0,8750,4996,130,360,1,Rural,1
LP002223,1,1,0,1,0,4310,0,130,360,N/A,Semiurban,1
LP002224,1,0,0,1,0,3069,0,71,480,1,Urban,0
LP002225,1,1,2,1,0,5391,0,130,360,1,Urban,1
LP002226,1,1,0,1,N/A,3333,2500,128,360,1,Semiurban,1
LP002229,1,0,0,1,0,5941,4232,296,360,1,Semiurban,1
LP002231,0,0,0,1,0,6000,0,156,360,1,Urban,1
LP002234,1,0,0,1,1,7167,0,128,360,1,Urban,1
LP002236,1,1,2,1,0,4566,0,100,360,1,Urban,0
LP002237,1,0,1,1,N/A,3667,0,113,180,1,Urban,1
LP002239,1,0,0,0,0,2346,1600,132,360,1,Semiurban,1
LP002243,1,1,0,0,0,3010,3136,N/A,360,0,Urban,0
LP002244,1,1,0,1,0,2333,2417,136,360,1,Urban,1
LP002250,1,1,0,1,0,5488,0,125,360,1,Rural,1
LP002255,1,0,3,1,0,9167,0,185,360,1,Rural,1
LP002262,1,1,3,1,0,9504,0,275,360,1,Rural,1
LP002263,1,1,0,1,0,2583,2115,120,360,N/A,Urban,1
LP002265,1,1,2,0,0,1993,1625,113,180,1,Semiurban,1
LP002266,1,1,2,1,0,3100,1400,113,360,1,Urban,1
LP002272,1,1,2,1,0,3276,484,135,360,N/A,Semiurban,1
LP002277,0,0,0,1,0,3180,0,71,360,0,Urban,0
LP002281,1,1,0,1,0,3033,1459,95,360,1,Urban,1
LP002284,1,0,0,0,0,3902,1666,109,360,1,Rural,1
LP002287,0,0,0,1,0,1500,1800,103,360,0,Semiurban,0
LP002288,1,1,2,0,0,2889,0,45,180,0,Urban,0
LP002296,1,0,0,0,0,2755,0,65,300,1,Rural,0
LP002297,1,0,0,1,0,2500,20000,103,360,1,Semiurban,1
LP002300,0,0,0,0,0,1963,0,53,360,1,Semiurban,1
LP002301,0,0,0,1,1,7441,0,194,360,1,Rural,0
LP002305,0,0,0,1,0,4547,0,115,360,1,Semiurban,1
LP002308,1,1,0,0,0,2167,2400,115,360,1,Urban,1
LP002314,0,0,0,0,0,2213,0,66,360,1,Rural,1
LP002315,1,1,1,1,0,8300,0,152,300,0,Semiurban,0
LP002317,1,1,3,1,0,81000,0,360,360,0,Rural,0
LP002318,0,0,1,0,1,3867,0,62,360,1,Semiurban,0
LP002319,1,1,0,1,N/A,6256,0,160,360,N/A,Urban,1
LP002328,1,1,0,0,0,6096,0,218,360,0,Rural,0
LP002332,1,1,0,0,0,2253,2033,110,360,1,Rural,1
LP002335,0,1,0,0,0,2149,3237,178,360,0,Semiurban,0
LP002337,0,0,0,1,0,2995,0,60,360,1,Urban,1
LP002341,0,0,1,1,0,2600,0,160,360,1,Urban,0
LP002342,1,1,2,1,1,1600,20000,239,360,1,Urban,0
LP002345,1,1,0,1,0,1025,2773,112,360,1,Rural,1
LP002347,1,1,0,1,0,3246,1417,138,360,1,Semiurban,1
LP002348,1,1,0,1,0,5829,0,138,360,1,Rural,1
LP002357,0,0,0,0,0,2720,0,80,N/A,0,Urban,0
LP002361,1,1,0,1,0,1820,1719,100,360,1,Urban,1
LP002362,1,1,1,1,0,7250,1667,110,N/A,0,Urban,0
LP002364,1,1,0,1,0,14880,0,96,360,1,Semiurban,1
LP002366,1,1,0,1,0,2666,4300,121,360,1,Rural,1
LP002367,0,0,1,0,0,4606,0,81,360,1,Rural,0
LP002368,1,1,2,1,0,5935,0,133,360,1,Semiurban,1
LP002369,1,1,0,1,0,2920,16.12000084,87,360,1,Rural,1
LP002370,1,0,0,0,0,2717,0,60,180,1,Urban,1
LP002377,0,0,1,1,1,8624,0,150,360,1,Semiurban,1
LP002379,1,0,0,1,0,6500,0,105,360,0,Rural,0
LP002386,1,0,0,1,N/A,12876,0,405,360,1,Semiurban,1
LP002387,1,1,0,1,0,2425,2340,143,360,1,Semiurban,1
LP002390,1,0,0,1,0,3750,0,100,360,1,Urban,1
LP002393,0,N/A,N/A,1,0,10047,0,N/A,240,1,Semiurban,1
LP002398,1,0,0,1,0,1926,1851,50,360,1,Semiurban,1
LP002401,1,1,0,1,0,2213,1125,N/A,360,1,Urban,1
LP002403,1,0,0,1,1,10416,0,187,360,0,Urban,0
LP002407,0,1,0,0,1,7142,0,138,360,1,Rural,1
LP002408,1,0,0,1,0,3660,5064,187,360,1,Semiurban,1
LP002409,1,1,0,1,0,7901,1833,180,360,1,Rural,1
LP002418,1,0,3,0,0,4707,1993,148,360,1,Semiurban,1
LP002422,1,0,1,1,0,37719,0,152,360,1,Semiurban,1
LP002424,1,1,0,1,0,7333,8333,175,300,N/A,Rural,1
LP002429,1,1,1,1,1,3466,1210,130,360,1,Rural,1
LP002434,1,1,2,0,0,4652,0,110,360,1,Rural,1
LP002435,1,1,0,1,N/A,3539,1376,55,360,1,Rural,0
LP002443,1,1,2,1,0,3340,1710,150,360,0,Rural,0
LP002444,1,0,1,0,1,2769,1542,190,360,N/A,Semiurban,0
LP002446,1,1,2,0,0,2309,1255,125,360,0,Rural,0
LP002447,1,1,2,0,0,1958,1456,60,300,N/A,Urban,1
LP002448,1,1,0,1,0,3948,1733,149,360,0,Rural,0
LP002449,1,1,0,1,0,2483,2466,90,180,0,Rural,1
LP002453,1,0,0,1,1,7085,0,84,360,1,Semiurban,1
LP002455,1,1,2,1,0,3859,0,96,360,1,Semiurban,1
LP002459,1,1,0,1,0,4301,0,118,360,1,Urban,1
LP002467,1,1,0,1,0,3708,2569,173,360,1,Urban,0
LP002472,1,0,2,1,0,4354,0,136,360,1,Rural,1
LP002473,1,1,0,1,0,8334,0,160,360,1,Semiurban,0
LP002478,N/A,1,0,1,1,2083,4083,160,360,N/A,Semiurban,1
LP002484,1,1,3,1,0,7740,0,128,180,1,Urban,1
LP002487,1,1,0,1,0,3015,2188,153,360,1,Rural,1
LP002489,0,0,1,0,N/A,5191,0,132,360,1,Semiurban,1
LP002493,1,0,0,1,0,4166,0,98,360,0,Semiurban,0
LP002494,1,0,0,1,0,6000,0,140,360,1,Rural,1
LP002500,1,1,3,0,0,2947,1664,70,180,0,Urban,0
LP002501,N/A,1,0,1,0,16692,0,110,360,1,Semiurban,1
LP002502,0,1,2,0,N/A,210,2917,98,360,1,Semiurban,1
LP002505,1,1,0,1,0,4333,2451,110,360,1,Urban,0
LP002515,1,1,1,1,1,3450,2079,162,360,1,Semiurban,1
LP002517,1,1,1,0,0,2653,1500,113,180,0,Rural,0
LP002519,1,1,3,1,0,4691,0,100,360,1,Semiurban,1
LP002522,0,0,0,1,1,2500,0,93,360,N/A,Urban,1
LP002524,1,0,2,1,0,5532,4648,162,360,1,Rural,1
LP002527,1,1,2,1,1,16525,1014,150,360,1,Rural,1
LP002529,1,1,2,1,0,6700,1750,230,300,1,Semiurban,1
LP002530,N/A,1,2,1,0,2873,1872,132,360,0,Semiurban,0
LP002531,1,1,1,1,1,16667,2250,86,360,1,Semiurban,1
LP002533,1,1,2,1,0,2947,1603,N/A,360,1,Urban,0
LP002534,0,0,0,0,0,4350,0,154,360,1,Rural,1
LP002536,1,1,3,0,0,3095,0,113,360,1,Rural,1
LP002537,1,1,0,1,0,2083,3150,128,360,1,Semiurban,1
LP002541,1,1,0,1,0,10833,0,234,360,1,Semiurban,1
LP002543,1,1,2,1,0,8333,0,246,360,1,Semiurban,1
LP002544,1,1,1,0,0,1958,2436,131,360,1,Rural,1
LP002545,1,0,2,1,0,3547,0,80,360,0,Rural,0
LP002547,1,1,1,1,0,18333,0,500,360,1,Urban,0
LP002555,1,1,2,1,1,4583,2083,160,360,1,Semiurban,1
LP002556,1,0,0,1,0,2435,0,75,360,1,Urban,0
LP002560,1,0,0,0,0,2699,2785,96,360,N/A,Semiurban,1
LP002562,1,1,1,0,0,5333,1131,186,360,N/A,Urban,1
LP002571,1,0,0,0,0,3691,0,110,360,1,Rural,1
LP002582,0,0,0,0,1,17263,0,225,360,1,Semiurban,1
LP002585,1,1,0,1,0,3597,2157,119,360,0,Rural,0
LP002586,0,1,1,1,0,3326,913,105,84,1,Semiurban,1
LP002587,1,1,0,0,0,2600,1700,107,360,1,Rural,1
LP002588,1,1,0,1,0,4625,2857,111,12,N/A,Urban,1
LP002600,1,1,1,1,1,2895,0,95,360,1,Semiurban,1
LP002602,1,0,0,1,0,6283,4416,209,360,0,Rural,0
LP002603,0,0,0,1,0,645,3683,113,480,1,Rural,1
LP002606,0,0,0,1,0,3159,0,100,360,1,Semiurban,1
LP002615,1,1,2,1,0,4865,5624,208,360,1,Semiurban,1
LP002618,1,1,1,0,0,4050,5302,138,360,N/A,Rural,0
LP002619,1,1,0,0,0,3814,1483,124,300,1,Semiurban,1
LP002622,1,1,2,1,0,3510,4416,243,360,1,Rural,1
LP002624,1,1,0,1,0,20833,6667,480,360,N/A,Urban,1
LP002625,N/A,0,0,1,0,3583,0,96,360,1,Urban,0
LP002626,1,1,0,1,1,2479,3013,188,360,1,Urban,1
LP002634,0,0,1,1,0,13262,0,40,360,1,Urban,1
LP002637,1,0,0,0,0,3598,1287,100,360,1,Rural,0
LP002640,1,1,1,1,0,6065,2004,250,360,1,Semiurban,1
LP002643,1,1,2,1,0,3283,2035,148,360,1,Urban,1
LP002648,1,1,0,1,0,2130,6666,70,180,1,Semiurban,0
LP002652,1,0,0,1,0,5815,3666,311,360,1,Rural,0
LP002659,1,1,3,1,0,3466,3428,150,360,1,Rural,1
LP002670,0,1,2,1,0,2031,1632,113,480,1,Semiurban,1
LP002682,1,1,N/A,0,0,3074,1800,123,360,0,Semiurban,0
LP002683,1,0,0,1,0,4683,1915,185,360,1,Semiurban,0
LP002684,0,0,0,0,0,3400,0,95,360,1,Rural,0
LP002689,1,1,2,0,0,2192,1742,45,360,1,Semiurban,1
LP002690,1,0,0,1,0,2500,0,55,360,1,Semiurban,1
LP002692,1,1,3,1,1,5677,1424,100,360,1,Rural,1
LP002693,1,1,2,1,1,7948,7166,480,360,1,Rural,1
LP002697,1,0,0,1,0,4680,2087,N/A,360,1,Semiurban,0
LP002699,1,1,2,1,1,17500,0,400,360,1,Rural,1
LP002705,1,1,0,1,0,3775,0,110,360,1,Semiurban,1
LP002706,1,1,1,0,0,5285,1430,161,360,0,Semiurban,1
LP002714,1,0,1,0,0,2679,1302,94,360,1,Semiurban,1
LP002716,1,0,0,0,0,6783,0,130,360,1,Semiurban,1
LP002717,1,1,0,1,0,1025,5500,216,360,N/A,Rural,1
LP002720,1,1,3,1,0,4281,0,100,360,1,Urban,1
LP002723,1,0,2,1,0,3588,0,110,360,0,Rural,0
LP002729,1,0,1,1,0,11250,0,196,360,N/A,Semiurban,0
LP002731,0,0,0,0,1,18165,0,125,360,1,Urban,1
LP002732,1,0,0,0,N/A,2550,2042,126,360,1,Rural,1
LP002734,1,1,0,1,0,6133,3906,324,360,1,Urban,1
LP002738,1,0,2,1,0,3617,0,107,360,1,Semiurban,1
LP002739,1,1,0,0,0,2917,536,66,360,1,Rural,0
LP002740,1,1,3,1,0,6417,0,157,180,1,Rural,1
LP002741,0,1,1,1,0,4608,2845,140,180,1,Semiurban,1
LP002743,0,0,0,1,0,2138,0,99,360,0,Semiurban,0
LP002753,0,0,1,1,N/A,3652,0,95,360,1,Semiurban,1
LP002755,1,1,1,0,0,2239,2524,128,360,1,Urban,1
LP002757,0,1,0,0,0,3017,663,102,360,N/A,Semiurban,1
LP002767,1,1,0,1,0,2768,1950,155,360,1,Rural,1
LP002768,1,0,0,0,0,3358,0,80,36,1,Semiurban,0
LP002772,1,0,0,1,0,2526,1783,145,360,1,Rural,1
LP002776,0,0,0,1,0,5000,0,103,360,0,Semiurban,0
LP002777,1,1,0,1,0,2785,2016,110,360,1,Rural,1
LP002778,1,1,2,1,1,6633,0,N/A,360,0,Rural,0
LP002784,1,1,1,0,0,2492,2375,N/A,360,1,Rural,1
LP002785,1,1,1,1,0,3333,3250,158,360,1,Urban,1
LP002788,1,1,0,0,0,2454,2333,181,360,0,Urban,0
LP002789,1,1,0,1,0,3593,4266,132,180,0,Rural,0
LP002792,1,1,1,1,0,5468,1032,26,360,1,Semiurban,1
LP002794,0,0,0,1,0,2667,1625,84,360,N/A,Urban,1
LP002795,1,1,3,1,1,10139,0,260,360,1,Semiurban,1
LP002798,1,1,0,1,0,3887,2669,162,360,1,Semiurban,1
LP002804,0,1,0,1,0,4180,2306,182,360,1,Semiurban,1
LP002807,1,1,2,0,0,3675,242,108,360,1,Semiurban,1
LP002813,0,1,1,1,1,19484,0,600,360,1,Semiurban,1
LP002820,1,1,0,1,0,5923,2054,211,360,1,Rural,1
LP002821,1,0,0,0,1,5800,0,132,360,1,Semiurban,1
LP002832,1,1,2,1,0,8799,0,258,360,0,Urban,0
LP002833,1,1,0,0,0,4467,0,120,360,N/A,Rural,1
LP002836,1,0,0,1,0,3333,0,70,360,1,Urban,1
LP002837,1,1,3,1,0,3400,2500,123,360,0,Rural,0
LP002840,0,0,0,1,0,2378,0,9,360,1,Urban,0
LP002841,1,1,0,1,0,3166,2064,104,360,0,Urban,0
LP002842,1,1,1,1,0,3417,1750,186,360,1,Urban,1
LP002847,1,1,N/A,1,0,5116,1451,165,360,0,Urban,0
LP002855,1,1,2,1,0,16666,0,275,360,1,Urban,1
LP002862,1,1,2,0,0,6125,1625,187,480,1,Semiurban,0
LP002863,1,1,3,1,0,6406,0,150,360,1,Semiurban,0
LP002868,1,1,2,1,0,3159,461,108,84,1,Urban,1
LP002872,N/A,1,0,1,0,3087,2210,136,360,0,Semiurban,0
LP002874,1,0,0,1,0,3229,2739,110,360,1,Urban,1
LP002877,1,1,1,1,0,1782,2232,107,360,1,Rural,1
LP002888,1,0,0,1,N/A,3182,2917,161,360,1,Urban,1
LP002892,1,1,2,1,0,6540,0,205,360,1,Semiurban,1
LP002893,1,0,0,1,0,1836,33837,90,360,1,Urban,0
LP002894,0,1,0,1,0,3166,0,36,360,1,Semiurban,1
LP002898,1,1,1,1,0,1880,0,61,360,N/A,Rural,0
LP002911,1,1,1,1,0,2787,1917,146,360,0,Rural,0
LP002912,1,1,1,1,0,4283,3000,172,84,1,Rural,0
LP002916,1,1,0,1,0,2297,1522,104,360,1,Urban,1
LP002917,0,0,0,0,0,2165,0,70,360,1,Semiurban,1
LP002925,N/A,0,0,1,0,4750,0,94,360,1,Semiurban,1
LP002926,1,1,2,1,1,2726,0,106,360,0,Semiurban,0
LP002928,1,1,0,1,0,3000,3416,56,180,1,Semiurban,1
LP002931,1,1,2,1,1,6000,0,205,240,1,Semiurban,0
LP002933,N/A,0,3,1,1,9357,0,292,360,1,Semiurban,1
LP002936,1,1,0,1,0,3859,3300,142,180,1,Rural,1
LP002938,1,1,0,1,1,16120,0,260,360,1,Urban,1
LP002940,1,0,0,0,0,3833,0,110,360,1,Rural,1
LP002941,1,1,2,0,1,6383,1000,187,360,1,Rural,0
LP002943,1,0,N/A,1,0,2987,0,88,360,0,Semiurban,0
LP002945,1,1,0,1,1,9963,0,180,360,1,Rural,1
LP002948,1,1,2,1,0,5780,0,192,360,1,Urban,1
LP002949,0,0,3,1,N/A,416,41667,350,180,N/A,Urban,0
LP002950,1,1,0,0,N/A,2894,2792,155,360,1,Rural,1
LP002953,1,1,3,1,0,5703,0,128,360,1,Urban,1
LP002958,1,0,0,1,0,3676,4301,172,360,1,Rural,1
LP002959,0,1,1,1,0,12000,0,496,360,1,Semiurban,1
LP002960,1,1,0,0,0,2400,3800,N/A,180,1,Urban,0
LP002961,1,1,1,1,0,3400,2500,173,360,1,Semiurban,1
LP002964,1,1,2,0,0,3987,1411,157,360,1,Rural,1
LP002974,1,1,0,1,0,3232,1950,108,360,1,Rural,1
LP002978,0,0,0,1,0,2900,0,71,360,1,Rural,1
LP002979,1,1,3,1,0,4106,0,40,180,1,Rural,1
LP002983,1,1,1,1,0,8072,240,253,360,1,Urban,1
LP002984,1,1,2,1,0,7583,0,187,360,1,Urban,1
LP002990,0,0,0,1,1,4583,0,133,360,0,Semiurban,0
